Date,XLF,IYF,hedge_ratio,signal,strategy_return,cumulative_return
2022-07-11,31.81999969482422,70.7699966430664,0.4572010305624801,-1,0.004388867429770405,1.1710109239697182
2022-07-12,31.6200008392334,70.31999969482422,0.45728190878102265,-1,0.0033781681898413024,1.1749667958230292
2022-07-13,31.34000015258789,69.62000274658203,0.457840501352278,-1,0.004303186371464975,1.1800228969257387
2022-07-14,30.739999771118164,68.29000091552734,0.4579763332586038,-1,0.010398412921792761,1.1922932622651425
2022-07-15,31.780000686645508,70.55000305175781,0.4580511936758539,-1,-0.01867581564622743,1.1700262131028396
2022-07-18,31.65999984741211,70.2699966430664,0.4581672746217194,-1,0.0019580234099861827,1.1723171518183924
2022-07-19,32.61000061035156,72.45999908447266,0.45741957876797956,-1,-0.01572731051051112,1.1538797559549465
2022-07-20,32.72999954223633,72.80999755859375,0.4568623023497742,-1,-0.00147037813039277,1.1521831163966874
2022-07-21,32.939998626708984,73.26000213623047,0.4569117476892021,-1,-0.0035924516646389983,1.1480439542422192
2022-07-22,32.75,72.72000122070312,0.45767183690749064,-1,0.002400116222986077,1.150799393161497
2022-07-25,32.959999084472656,73.18000030517578,0.45767867171714366,-1,-0.003517127721173355,1.1467518847142992
2022-07-26,32.5,72.19000244140625,0.4575865376624299,-1,0.007764688518511373,1.1556560559071216
2022-07-27,33.0,73.31999969482422,0.4573520723493154,-1,-0.008221968019708165,1.146154288773671
2022-07-28,33.2400016784668,73.98999786376953,0.45645665879219816,-1,-0.003093494825035537,1.1426086664126576
2022-07-29,33.709999084472656,75.05000305175781,0.45625674997703347,-1,-0.007600162995700301,1.1339246543076216
2022-08-01,33.43000030517578,74.43000030517578,0.4562910718404592,-1,0.004536878420521886,1.1390691326022477
2022-08-02,33.060001373291016,73.66000366210938,0.4560459656042973,-1,0.0063474277652524206,1.1462992916410693
2022-08-03,33.560001373291016,74.80000305175781,0.45577575732719683,-1,-0.008066018800565261,1.1370532200036179
2022-08-04,33.45000076293945,74.58999633789062,0.4555835660018916,-1,0.001998104411572289,1.1393251710586996
2022-08-05,33.689998626708984,75.12999725341797,0.455500874728307,-1,-0.0038765861013120967,1.1349084789356982
2022-08-08,33.66999816894531,75.12999725341797,0.4552378257740185,-1,0.0005936615784785104,1.1355822304947318
2022-08-09,33.84000015258789,75.38999938964844,0.4559091012601606,-1,-0.0034736241803119045,1.1316376446001528
